EnsemblProteinFamilyID(s)	HGNCsymbol
ENSFM00550000766147	DAXX
ENSFM00760001714912	NLK
ENSFM00500000271157	SLTM
ENSFM00670001252151	SLTM
ENSFM00650001147125	SLTM
ENSFM00650001146377	SLTM
ENSFM00250000000725	UNC5A
ENSFM00580000909221	UNC5A
ENSFM00250000000002	ZNF558
ENSFM00250000000217	TUBA3D
ENSFM00500000270466	RRP1B
ENSFM00670001242860	RETN
ENSFM00700001393069	RETN
ENSFM00670001235488	PRSS16
ENSFM00560000831837	PRSS16
ENSFM00560000804918	PRSS16
ENSFM00500000272520	CDKN2B
ENSFM00500000436593	CDKN2B
ENSFM00550000758685	PTMA
ENSFM00670001238522	PTMA
ENSFM00670001248623	PTMA
ENSFM00520000534698	PTMA
ENSFM00550000768865	PTMA
ENSFM00550000753266	PTMA
ENSFM00760001745812	PTMA
ENSFM00290000065673	TRIM65
ENSFM00690001370798	TRIM65
ENSFM00770001847524	IDH2
ENSFM00650001149122	IDH2
ENSFM00670001236702	CSTB
ENSFM00570000851057	DLL1
ENSFM00790001976834	DLL1
ENSFM00670001235869	PPP1R2
ENSFM00550000761406	PPP1R2
ENSFM00550000765392	PPP1R2
ENSFM00800002003395	CTSV
ENSFM00500000273891	ID1
ENSFM00730001521252	ZNF418
ENSFM00700001403408	ZNF418
ENSFM00700001407702	ZNF418
ENSFM00730001521835	CPE
ENSFM00580000908263	CPE
ENSFM00800002003386	KIF17
ENSFM00250000004073	MFAP3L
ENSFM00580000906689	MFAP3L
ENSFM00580000906700	MFAP3L
ENSFM00580000907646	MFAP3L
ENSFM00250000000819	SLC15A1
ENSFM00250000001436	ATL3
ENSFM00500000276733	CDRT4
ENSFM00640001119724	CDRT4
ENSFM00250000010767	TMEM156
ENSFM00600000922333	MUC21
ENSFM00600000921257	GPAM
ENSFM00600000921153	TRIM6-TRIM34
ENSFM00440000236879	PSMB9
ENSFM00800002003985	EMP1
ENSFM00620001020934	EMP1
ENSFM00620001013594	EMP1
ENSFM00620001013595	EMP1
ENSFM00250000001998	TSHZ1
ENSFM00650001145717	TSHZ1
ENSFM00420000140525	VN1R4
ENSFM00730001521735	HAO1
ENSFM00470000251470	SENP7
ENSFM00550000765895	SENP7
ENSFM00250000004531	TTC4
ENSFM00250000000331	SLC7A5
ENSFM00260000050563	MAP4
ENSFM00500000278678	NANOS1
ENSFM00250000003035	KIAA0195
ENSFM00680001313901	KIAA0195
ENSFM00680001313902	KIAA0195
ENSFM00680001313903	KIAA0195
ENSFM00680001313904	KIAA0195
ENSFM00800002003767	DLK2
ENSFM00500000272139	WDR87
ENSFM00670001241294	WFDC11
ENSFM00740001589186	HERC2
ENSFM00660001188743	HERC2
ENSFM00250000001127	DNASE1L2
ENSFM00740001589070	SCN5A
ENSFM00550000747103	SCN5A
ENSFM00620001021019	MTRNR2L1
ENSFM00690001375349	ITGA2B
ENSFM00500000269717	ITGA2B
ENSFM00670001236761	NGFRAP1
ENSFM00800002003878	RNF128
ENSFM00500000270992	LCLAT1
ENSFM00560000850073	LCLAT1
ENSFM00630001050589	PHF7
ENSFM00560000833092	PHF7
ENSFM00620001000723	PHF7
ENSFM00750001632315	PPIF
ENSFM00260000050429	DIAPH3
ENSFM00670001244756	FAM24B
ENSFM00500000269899	CRYBA4
ENSFM00750001632375	ATP6V1C2
ENSFM00790001963080	RNPEP
ENSFM00500000271434	SULT6B1
ENSFM00550000759531	SULT6B1
ENSFM00550000757947	MROH2A
ENSFM00550000749558	MROH2A
ENSFM00560000771043	MROH2A
ENSFM00730001521582	ZNF589
ENSFM00550000761831	ZNF589
ENSFM00550000766953	ZNF589
ENSFM00550000764443	ZNF589
ENSFM00500000272411	STARD4
ENSFM00580000905718	STARD4
ENSFM00580000904159	STARD4
ENSFM00250000002271	SLC52A1
ENSFM00720001492039	CYP11B1
ENSFM00670001236499	RPLP1
ENSFM00500000294260	RPLP1
ENSFM00650001149072	RPLP1
ENSFM00250000006264	DSCC1
ENSFM00250000000843	RBFOX1
ENSFM00660001189631	RBFOX1
ENSFM00250000002131	RPL12
ENSFM00500000391559	STATH
ENSFM00500000353961	STATH
ENSFM00250000005590	TMEM33
ENSFM00580000904057	TMEM33
ENSFM00580000906249	TMEM33
ENSFM00500000269765	PDK3
ENSFM00250000007366	WDR27
ENSFM00500000272241	ROPN1L
ENSFM00540000719111	BTBD19
ENSFM00250000009529	EQTN
ENSFM00250000000906	BAIAP2
ENSFM00670001273402	BAIAP2
ENSFM00670001277677	BAIAP2
ENSFM00670001236641	TMEM218
ENSFM00610000971513	TMEM218
ENSFM00610000965467	TMEM218
ENSFM00610000965468	TMEM218
ENSFM00500000270355	TVP23C
ENSFM00690001369951	TVP23C
ENSFM00600000942185	TVP23C
ENSFM00690001357295	TVP23C
ENSFM00250000004159	PLRG1
ENSFM00580000907622	PLRG1
ENSFM00580000909891	PLRG1
ENSFM00500000270406	GABARAP
ENSFM00670001282263	GABARAP
ENSFM00670001282262	GABARAP
ENSFM00250000001780	HIATL1
ENSFM00250000001725	GPD2
ENSFM00550000757089	GPD2
ENSFM00250000008384	IER2
ENSFM00690001356594	RGL4
ENSFM00760001714706	NR1H3
ENSFM00550000752060	NR1H3
ENSFM00550000770302	NR1H3
ENSFM00550000750938	NR1H3
ENSFM00550000760765	NR1H3
ENSFM00250000001602	PDS5B
ENSFM00650001141392	C4orf26
ENSFM00670001239059	C4orf26
ENSFM00520000526696	C4orf26
ENSFM00760001751114	C4orf26
ENSFM00500000270563	REEP6
ENSFM00250000005785	NPEPL1
ENSFM00500000270642	SCO1
ENSFM00260000050389	PTBP1
ENSFM00690001372992	PTBP1
ENSFM00790001964692	PTBP1
ENSFM00640001120216	MSH5
ENSFM00640001117241	MSH5
ENSFM00670001235622	BNIP3L
ENSFM00600000945365	BNIP3L
ENSFM00250000002796	B4GALNT3
ENSFM00760001715149	POTEB3
ENSFM00250000002194	MACC1
ENSFM00250000001406	CFB
ENSFM00500000270035	KLRC3
ENSFM00580000910391	RAB41
ENSFM00460000244935	RAB41
ENSFM00250000002545	NOL4
ENSFM00690001365429	NOL4
ENSFM00690001365430	NOL4
ENSFM00690001374123	NOL4
ENSFM00730001521277	KLK9
ENSFM00620001020576	KLK9
ENSFM00600000921594	GPRASP2
ENSFM00250000001948	RNF38
ENSFM00800002003413	ANO3
ENSFM00730001521603	NIPAL4
ENSFM00600000945122	NIPAL4
ENSFM00250000003332	AMACR
ENSFM00480000262772	NEK6
ENSFM00250000003727	NUMA1
ENSFM00620001012146	NUMA1
ENSFM00620001012147	NUMA1
ENSFM00620001012148	NUMA1
ENSFM00620001012149	NUMA1
ENSFM00620001012150	NUMA1
ENSFM00580000904236	HEATR5B
ENSFM00250000001534	HEATR5B
ENSFM00690001367420	CEP76
ENSFM00250000008229	CEP76
ENSFM00500000298904	LCE3B
ENSFM00500000307168	SAT1
ENSFM00500000270814	SAT1
ENSFM00740001589320	AGBL3
ENSFM00600000937531	AGBL3
ENSFM00250000005748	TEX10
ENSFM00250000001781	BAIAP3
ENSFM00550000764628	ZNF561
ENSFM00250000000002	ZNF561
ENSFM00550000761261	ZNF561
ENSFM00550000754907	ZNF561
ENSFM00550000749734	ZNF561
ENSFM00550000747756	ZNF561
ENSFM00670001237409	SDHAF1
ENSFM00260000055852	STH
ENSFM00730001521277	KLK6
ENSFM00620001002718	KLK6
ENSFM00700001403454	KLK6
ENSFM00500000292936	KLK6
ENSFM00250000002326	SPPL2C
ENSFM00730001521628	ATP11A
ENSFM00760001762749	ATP11A
ENSFM00550000758948	ATP11A
ENSFM00580000902174	SHF
ENSFM00650001149005	SHF
ENSFM00250000003907	LRRCC1
ENSFM00600000945446	LRRCC1
ENSFM00600000945445	LRRCC1
ENSFM00730001521138	KRT13
ENSFM00690001375313	KRT13
ENSFM00690001375314	KRT13
ENSFM00260000051233	AQP12A
ENSFM00750001632343	GIMAP1
ENSFM00250000001976	RBBP7
ENSFM00560000839510	RBBP7
ENSFM00560000807460	RBBP7
ENSFM00750001632343	GIMAP1-GIMAP5
ENSFM00250000008326	MEA1
ENSFM00760001714714	KIF18B
ENSFM00500000270981	GUCA1C
ENSFM00750001632343	GIMAP5
ENSFM00250000004241	DCAF4
ENSFM00580000909615	DCAF4
ENSFM00740001589293	FCRL4
ENSFM00500000271154	SRF
ENSFM00730001521787	GATA5
ENSFM00800002003770	PRSS12
ENSFM00250000005932	TMEM25
ENSFM00610000971464	TMEM25
ENSFM00610000971465	TMEM25
ENSFM00610000971466	TMEM25
ENSFM00390000127213	MCIDAS
ENSFM00680001326459	TBC1D26
ENSFM00680001320135	TBC1D26
ENSFM00680001320136	TBC1D26
ENSFM00500000270385	TBC1D26
ENSFM00680001326460	TBC1D26
ENSFM00250000006323	TRAIP
ENSFM00730001521436	NCAN
ENSFM00500000271716	MYF6
ENSFM00750001632377	TCN1
ENSFM00250000004492	PCNT
ENSFM00250000002301	CBR1
ENSFM00250000005821	TMEM62
ENSFM00660001188868	TMEM62
ENSFM00660001171268	TMEM62
ENSFM00660001182146	TMEM62
ENSFM00660001188869	TMEM62
ENSFM00660001188870	TMEM62
ENSFM00660001188871	TMEM62
ENSFM00250000000838	KDM3B
ENSFM00580000910609	KDM3B
ENSFM00250000003397	MAB21L1
ENSFM00730001521553	MTM1
ENSFM00250000006785	C17orf80
ENSFM00680001315523	C17orf80
ENSFM00500000272692	DIO3
ENSFM00730001521269	KRT37
ENSFM00250000001413	TKT
ENSFM00560000809510	TKT
ENSFM00250000007255	C1orf131
ENSFM00500000270560	POU5F1
ENSFM00250000006689	MRS2
ENSFM00740001589231	KAT6A
ENSFM00550000756277	KAT6A
ENSFM00500000277207	KRTAP26-1
ENSFM00500000270600	MTAP
ENSFM00550000757299	MTAP
ENSFM00700001393254	MTAP
ENSFM00250000000002	ZNF157
ENSFM00660001157192	RFX1
ENSFM00690001374373	RFX1
ENSFM00250000003076	MARCH4
ENSFM00670001245410	UQCRH
ENSFM00760001763546	UQCRH
ENSFM00760001763547	UQCRH
ENSFM00670001235667	FUNDC1
ENSFM00500000273486	C8G
ENSFM00740001589242	HELZ2
ENSFM00500000272968	RNASE2
ENSFM00800002004045	CCDC88B
ENSFM00750001635835	CCDC88B
ENSFM00250000000931	HCN4
ENSFM00250000002482	ARHGAP35
ENSFM00250000004648	FAM189B
ENSFM00740001589089	MUC2
ENSFM00730001521351	CYP4F22
ENSFM00250000000442	F7
ENSFM00550000758525	F7
ENSFM00500000274449	DUX4
ENSFM00670001236586	FXYD6
ENSFM00760001718627	FXYD6
ENSFM00670001261609	FXYD6
ENSFM00730001521491	SLC4A1
ENSFM00760001723069	SLC4A1
ENSFM00250000004331	IFT88
ENSFM00550000746992	IFT88
ENSFM00800002003572	POLR2E
ENSFM00760001751432	POLR2E
ENSFM00690001374254	POLR2E
ENSFM00690001374255	POLR2E
ENSFM00250000005635	PLEKHM2
ENSFM00740001589121	ROBO3
ENSFM00740001592482	ROBO3
ENSFM00250000000532	HK3
ENSFM00580000909269	HK3
ENSFM00580000910648	HK3
ENSFM00500000272096	PARP11
ENSFM00550000769403	PARP11
ENSFM00560000782376	PARP11
ENSFM00500000272770	TP53I11
ENSFM00610000964820	TP53I11
ENSFM00610000964821	TP53I11
ENSFM00780001900340	TP53I11
ENSFM00700001395535	TP53I11
ENSFM00610000964825	TP53I11
ENSFM00610000964826	TP53I11
ENSFM00250000000303	TBC1D8B
ENSFM00580000910395	TBC1D8B
ENSFM00250000009094	INO80B
ENSFM00550000750301	INO80B
ENSFM00730001522261	RFX4
ENSFM00630001070451	RFX4
ENSFM00630001066190	RFX4
ENSFM00630001072287	RFX4
ENSFM00400000131851	SGSM3
ENSFM00740001589228	SLC2A8
ENSFM00500000273772	LYG2
ENSFM00800002003385	GABRA2
ENSFM00580000909170	GABRA2
ENSFM00580000909711	GABRA2
ENSFM00580000909171	GABRA2
ENSFM00500000276121	RPL38
ENSFM00680001312900	RPL38
ENSFM00680001312901	RPL38
ENSFM00680001326688	RPL38
ENSFM00550000761576	PPP1R9A
ENSFM00250000001450	PPP1R9A
ENSFM00550000755158	PPP1R9A
ENSFM00730001521550	UBE2E2
ENSFM00670001268971	UBE2E2
ENSFM00550000752948	UBE2E2
ENSFM00250000004045	POLK
ENSFM00250000009545	NICN1
ENSFM00250000002098	ZSWIM4
ENSFM00740001589310	ZNF22
ENSFM00250000004207	WDR26
ENSFM00550000756478	BPIFB4
ENSFM00670001235994	BPIFB4
ENSFM00250000000002	ZNF829
ENSFM00500000270035	KLRC2
ENSFM00620001014856	KLRC2
ENSFM00670001236572	MZT2A
ENSFM00500000269976	PITPNB
ENSFM00500000272987	TCEANC
ENSFM00500000274661	SOST
ENSFM00360000114637	KRTAP27-1
ENSFM00730001522506	PARP3
ENSFM00560000825811	PARP3
ENSFM00250000002961	ASUN
ENSFM00250000000525	SLC5A8
ENSFM00250000001936	FAM3A
ENSFM00760001717855	FAM3A
ENSFM00550000748997	FAM3A
ENSFM00550000755615	FAM3A
ENSFM00550000758136	FAM3A
ENSFM00550000761076	FAM3A
ENSFM00550000763614	FAM3A
ENSFM00550000770332	FAM3A
ENSFM00250000002325	GIPC1
ENSFM00690001363822	GIPC1
ENSFM00690001363823	GIPC1
ENSFM00250000008528	NGRN
ENSFM00760001763494	NGRN
ENSFM00250000006514	RPIA
ENSFM00250000000930	PRKD3
ENSFM00670001236080	KRTAP13-1
ENSFM00500000277762	MBLAC1
ENSFM00800002003635	MRC1
ENSFM00670001236080	KRTAP13-2
ENSFM00500000288773	AARD
ENSFM00500000273819	CD69
ENSFM00250000000002	ZNF99
ENSFM00740001593591	KLC4
ENSFM00250000000749	KLC4
ENSFM00560000843393	KLC4
ENSFM00560000847117	KLC4
ENSFM00560000832794	KLC4
ENSFM00250000000838	KDM3A
ENSFM00460000244989	FCAR
ENSFM00600000921279	SS18L1
ENSFM00740001589232	COL8A2
ENSFM00250000001862	MBOAT1
ENSFM00500000273568	LIMD2
ENSFM00680001311891	LIMD2
ENSFM00250000004196	SUFU
ENSFM00670001236080	KRTAP13-3
ENSFM00250000007718	MEDAG
ENSFM00500000329235	CENPW
ENSFM00670001239435	CENPW
ENSFM00670001244682	CENPW
ENSFM00730001521185	ALDH1A2
ENSFM00650001149032	ALDH1A2
ENSFM00650001141746	ALDH1A2
ENSFM00650001149034	ALDH1A2
ENSFM00650001149035	ALDH1A2
ENSFM00500000344855	KRTAP23-1
ENSFM00600000942099	TBC1D31
ENSFM00250000003978	TBC1D31
ENSFM00620001015854	TBC1D31
ENSFM00600000940954	TBC1D31
ENSFM00610000966300	TBC1D31
ENSFM00790001962996	SEC11C
ENSFM00500000271006	CHEK1
ENSFM00610000971526	CHEK1
ENSFM00300000079145	STK36
ENSFM00550000765734	STK36
ENSFM00550000762891	STK36
ENSFM00500000271203	ELAC2
ENSFM00680001326451	ELAC2
ENSFM00610000965775	ATPIF1
ENSFM00670001238057	ATPIF1
ENSFM00610000965776	ATPIF1
ENSFM00610000965777	ATPIF1
ENSFM00770001847533	AMPD1
ENSFM00560000771074	TPR
ENSFM00670001236723	MBD3L2
ENSFM00440000237034	KLRG1
ENSFM00500000269649	HIST1H4K
ENSFM00670001235241	HIST1H2AJ
ENSFM00250000000898	BRWD3
ENSFM00730001522554	MEF2B
ENSFM00250000001207	TMEM63B
ENSFM00610000969993	TMEM63B
ENSFM00670001235368	IGHV3OR15-7
ENSFM00670001237677	TCEAL7
ENSFM00250000002391	NOMO1
ENSFM00250000008052	FAM170A
ENSFM00500000271604	PEMT
ENSFM00680001314160	PEMT
ENSFM00680001314161	PEMT
ENSFM00250000010016	C4orf17
ENSFM00730001521743	GATA2
ENSFM00560000845210	GATA2
ENSFM00250000001284	TTC39B
ENSFM00580000910435	TTC39B
ENSFM00250000005546	NUDT14
ENSFM00630001064695	NUDT14
ENSFM00690001356637	ZC3H6
ENSFM00250000003767	KIAA1715
ENSFM00550000761910	KIAA1715
ENSFM00740001589165	NEB
ENSFM00500000269725	ZMYM4
ENSFM00250000002027	UBASH3A
ENSFM00740001589417	AKAP2
ENSFM00560000826508	AKAP2
ENSFM00500000271237	AMBP
ENSFM00800002003492	RAD23B
ENSFM00550000749712	RAD23B
ENSFM00500000271592	CEP57L1
ENSFM00600000939774	CEP57L1
ENSFM00600000939775	CEP57L1
ENSFM00600000939776	CEP57L1
ENSFM00740001589170	SALL1
ENSFM00660001189705	SALL1
ENSFM00580000909648	RNF4
ENSFM00580000905701	RNF4
ENSFM00250000009091	RNF4
ENSFM00670001244502	RNF4
ENSFM00580000905702	RNF4
ENSFM00580000905703	RNF4
ENSFM00580000905704	RNF4
ENSFM00580000905705	RNF4
ENSFM00500000277165	POLR2K
ENSFM00600000940540	POLR2K
ENSFM00670001235644	SORBS1
ENSFM00670001236803	CHRAC1
ENSFM00600000940698	CHRAC1
ENSFM00600000940700	CHRAC1
ENSFM00670001249872	CHRAC1
ENSFM00730001522359	QRICH1
ENSFM00550000750406	QRICH1
ENSFM00600000921642	PRR3
ENSFM00250000009919	NUDT17
ENSFM00750001632332	PRKCQ
ENSFM00740001589209	SLC7A13
ENSFM00500000271479	WIF1
ENSFM00740001589070	SCN9A
ENSFM00250000000603	B4GALT2
ENSFM00700001407624	ZNF473
ENSFM00250000000002	ZNF473
ENSFM00700001407625	ZNF473
ENSFM00700001407626	ZNF473
ENSFM00500000271706	IRF7
ENSFM00610000964780	IRF7
ENSFM00720001494090	CHRD
ENSFM00250000002432	CHRD
ENSFM00720001493345	CHRD
ENSFM00250000001344	YY1AP1
ENSFM00550000770525	YY1AP1
ENSFM00730001521512	GALNT14
ENSFM00550000757743	GALNT14
ENSFM00550000765630	GALNT14
ENSFM00800002003619	SEMA3C
ENSFM00550000761698	SEMA3C
ENSFM00550000765067	SEMA3C
ENSFM00500000314266	LCE3A
ENSFM00550000757403	HDAC10
ENSFM00730001522032	HDAC10
ENSFM00250000001270	LMBR1L
ENSFM00550000759204	LMBR1L
ENSFM00630001072147	LMBR1L
ENSFM00630001060087	LMBR1L
ENSFM00620001000401	LMBR1L
ENSFM00630001072148	LMBR1L
ENSFM00630001060088	LMBR1L
ENSFM00630001072149	LMBR1L
ENSFM00500000275533	BATF2
ENSFM00500000274371	HES5
ENSFM00250000011706	CD70
ENSFM00700001402916	CD70
ENSFM00690001356652	DCDC1
ENSFM00620001014318	HMBS
ENSFM00780001898432	HMBS
ENSFM00620001020222	HMBS
ENSFM00620001017690	HMBS
ENSFM00250000000963	FOXO3
ENSFM00730001521113	MOS
ENSFM00500000273909	SPIB
ENSFM00700001402497	SPIB
ENSFM00700001407629	SPIB
ENSFM00500000277373	PEG10
ENSFM00760001763456	PEG10
ENSFM00570000851073	TTLL9
ENSFM00760001720253	TTLL9
ENSFM00760001762616	TTLL9
ENSFM00760001762617	TTLL9
ENSFM00760001714676	PPP2R5E
ENSFM00730001521650	NBEA
ENSFM00800002003508	GALR1
ENSFM00500000271759	RBKS
ENSFM00550000763420	RBKS
ENSFM00550000756808	RBKS
ENSFM00760001763113	RBKS
ENSFM00320000100081	STK26
ENSFM00250000004463	KIAA1191
ENSFM00610000973801	KIAA1191
ENSFM00580000906766	KIAA1191
ENSFM00580000906767	KIAA1191
ENSFM00610000969659	CKLF-CMTM1
ENSFM00670001236686	CKLF-CMTM1
ENSFM00610000965816	CKLF-CMTM1
ENSFM00610000968947	CKLF-CMTM1
ENSFM00760001751082	CKLF-CMTM1
ENSFM00730001521351	CYP4F8
ENSFM00760001750718	CYP4F8
ENSFM00500000272223	GRPEL1
ENSFM00250000004496	KNDC1
ENSFM00250000005853	LRRIQ1
ENSFM00410000138522	PIK3C3
ENSFM00730001521172	CDH1
ENSFM00250000007008	RNF103
ENSFM00500000269996	GFRA4
ENSFM00260000050398	ETV5
ENSFM00670001268291	ETV5
ENSFM00550000766283	ETV5
ENSFM00730001521662	LPAR1
ENSFM00250000006978	C19orf26
ENSFM00760001722780	C19orf26
ENSFM00250000003384	PARG
ENSFM00760001751144	PARG
ENSFM00760001751145	PARG
ENSFM00250000001297	FADS1
ENSFM00550000770314	FADS1
ENSFM00620001021130	FADS1
ENSFM00250000005632	FAM222B
ENSFM00680001317428	FAM222B
ENSFM00680001316288	FAM222B
ENSFM00680001317429	FAM222B
ENSFM00630001050886	TMEM235
ENSFM00670001282253	IGLJ2
ENSFM00610000966288	C11orf30
ENSFM00250000005270	C11orf30
ENSFM00610000966289	C11orf30
ENSFM00800002003956	ARHGEF37
ENSFM00250000003730	THRAP3
ENSFM00610000973313	THRAP3
ENSFM00600000921427	CYSLTR2
ENSFM00760001762734	CYSLTR2
ENSFM00260000050405	RARB
ENSFM00250000004139	PPTC7
ENSFM00670001235428	IGLC2
ENSFM00250000003340	FBXO11
ENSFM00500000499719	FBXO11
ENSFM00250000005028	CSE1L
ENSFM00800002003994	NUDT16
ENSFM00790001963077	SUPV3L1
ENSFM00500000272193	MEOX2
ENSFM00500000272970	MKI67
ENSFM00250000003194	CLU
ENSFM00600000939967	CLU
ENSFM00600000945370	CLU
ENSFM00730001521767	SKIV2L2
ENSFM00580000910528	SKIV2L2
ENSFM00580000910529	SKIV2L2
ENSFM00580000909075	SKIV2L2
ENSFM00730001521364	FLT3
ENSFM00500000270472	CPSF4L
ENSFM00750001632338	SMAD9
ENSFM00250000004151	GLE1
ENSFM00500000283688	IL36B
ENSFM00670001236925	IL36B
ENSFM00730001521970	CORO2A
ENSFM00500000270347	FTSJ3
ENSFM00680001319650	FTSJ3
ENSFM00680001319465	FTSJ3
ENSFM00680001326652	FTSJ3
ENSFM00680001319466	FTSJ3
ENSFM00680001326653	FTSJ3
ENSFM00250000000977	VPS13C
ENSFM00500000338570	CKS1B
ENSFM00500000302580	CKS1B
ENSFM00670001237179	CKS1B
ENSFM00550000746313	AP4M1
ENSFM00500000271876	AP4M1
ENSFM00740001592290	AP4M1
ENSFM00500000273420	FABP1
ENSFM00740001589163	LRP4
ENSFM00250000006710	TMEM175
ENSFM00580000908061	TMEM175
ENSFM00580000908062	TMEM175
ENSFM00250000006600	COG1
ENSFM00680001318318	COG1
ENSFM00760001752324	MYO19
ENSFM00760001763347	MYO19
ENSFM00760001752325	MYO19
ENSFM00760001763348	MYO19
ENSFM00600000921708	KRTAP9-2
ENSFM00670001235241	HIST1H2AM
ENSFM00600000921708	KRTAP9-9
ENSFM00500000273951	ARMCX5
ENSFM00720001503592	ARMCX5
ENSFM00720001500674	ARMCX5
ENSFM00720001500675	ARMCX5
ENSFM00500000273855	C1QTNF3
ENSFM00250000007349	TNKS1BP1
ENSFM00670001237750	APITD1
ENSFM00690001367075	APITD1
ENSFM00500000271283	EPHX2
ENSFM00250000003804	UBA3
ENSFM00560000832102	UBA3
ENSFM00790001974258	UBA3
ENSFM00250000000002	ZNF404
ENSFM00760001762937	STK11
ENSFM00320000100166	STK11
ENSFM00250000007714	ZBP1
ENSFM00250000002473	SEC14L6
ENSFM00550000754822	NDUFA3
ENSFM00620001002362	NDUFA3
ENSFM00720001500030	NDUFA3
ENSFM00470000256376	NDUFA3
ENSFM00500000402147	NDUFA3
ENSFM00720001500031	NDUFA3
ENSFM00550000760623	NDUFA3
ENSFM00550000748065	NDUFA3
ENSFM00760001715010	ANKRD50
ENSFM00250000000002	ZNF177
ENSFM00690001374307	ZNF177
ENSFM00250000006861	TMA16
ENSFM00580000908028	TMA16
ENSFM00580000908029	TMA16
ENSFM00500000269691	CSH1
ENSFM00550000743634	CSH1
ENSFM00310000089027	IFFO1
ENSFM00600000922542	KNCN
ENSFM00670001236733	CTNNBIP1
ENSFM00250000001843	TMEFF1
ENSFM00700001405331	SOD3
ENSFM00500000273691	SOD3
ENSFM00250000004863	B3GALTL
ENSFM00500000272900	CREG2
ENSFM00670001278080	MAPT
ENSFM00260000050441	MAPT
ENSFM00250000001947	POSTN
ENSFM00740001589220	OR4Q3
ENSFM00600000921244	PSME1
ENSFM00500000269717	ITGA5
ENSFM00550000766976	ITGA5
ENSFM00690001359163	ITGA5
ENSFM00730001522201	MON2
ENSFM00630001065618	MON2
ENSFM00630001061512	MON2
ENSFM00250000010048	TEX26
ENSFM00610000968450	TEX26
ENSFM00250000002284	DENND6A
ENSFM00740001589279	TAF4B
ENSFM00470000251462	SOCS6
ENSFM00250000002061	STAM2
ENSFM00250000009485	EXPH5
ENSFM00610000966445	EXPH5
ENSFM00600000921866	GIP
ENSFM00500000271554	TNFRSF19
ENSFM00500000309967	DEFB4B
ENSFM00670001235368	IGHV3-64
ENSFM00760001753848	IGHV3-64
ENSFM00250000002453	ICAM1
ENSFM00250000000002	ZNF732
ENSFM00500000269660	ADAM19
ENSFM00500000276814	APITD1-CORT
ENSFM00760001721941	APITD1-CORT
ENSFM00710001459303	APITD1-CORT
ENSFM00670001237750	APITD1-CORT
ENSFM00740001589220	OR4M1
ENSFM00480000262854	TSC22D2
ENSFM00560000821575	TSC22D2
ENSFM00600000921708	KRTAP9-3
ENSFM00670001236789	DPH3
ENSFM00500000292287	DPH3
ENSFM00730001521913	SLC36A3
ENSFM00640001120132	PPP2R5C
ENSFM00650001149551	PPP2R5C
ENSFM00760001714626	PPP2R5C
ENSFM00650001149552	PPP2R5C
ENSFM00650001149555	PPP2R5C
ENSFM00650001149554	PPP2R5C
ENSFM00640001120133	PPP2R5C
ENSFM00650001149553	PPP2R5C
ENSFM00640001120134	PPP2R5C
ENSFM00640001120135	PPP2R5C
ENSFM00740001599676	PPP2R5C
ENSFM00640001120136	PPP2R5C
ENSFM00250000000259	HIST1H3I
ENSFM00560000770995	FAM20C
ENSFM00500000310088	LCE2D
ENSFM00640001119953	OR4N2
ENSFM00740001589220	OR4N2
ENSFM00500000269649	HIST1H4J
ENSFM00670001235588	VEGFC
ENSFM00250000010734	PDCD1
ENSFM00550000747945	PDCD1
ENSFM00270000056485	GFI1B
ENSFM00250000008044	KNSTRN
ENSFM00650001147179	KNSTRN
ENSFM00650001147180	KNSTRN
ENSFM00650001148986	KNSTRN
ENSFM00260000050333	CDH9
ENSFM00600000921708	KRTAP9-4
ENSFM00250000001843	MSANTD3-TMEFF1
ENSFM00740001589172	ZNF282
ENSFM00650001141312	LCE2C
ENSFM00250000001613	RASGRF2
ENSFM00740001589159	FREM2
ENSFM00800002003681	CHMP5
ENSFM00250000001998	TSHZ2
ENSFM00790001974599	TSHZ2
ENSFM00250000005477	C4orf33
ENSFM00580000906121	C4orf33
ENSFM00780001898492	PRIM2
ENSFM00500000270110	HSD17B4
ENSFM00500000300468	MRPL33
ENSFM00650001142019	MRPL33
ENSFM00650001141493	MRPL33
ENSFM00250000005765	DGCR6
ENSFM00690001372445	DGCR6
ENSFM00730001521393	CYP4X1
ENSFM00250000003390	FH
ENSFM00250000007916	GPS2
ENSFM00670001273361	GPS2
ENSFM00760001714725	PCSK2
ENSFM00550000752797	ING4
ENSFM00610000973687	ING4
ENSFM00610000968760	ING4
ENSFM00710001456400	ING4
ENSFM00500000270342	ING4
ENSFM00610000968761	ING4
ENSFM00250000046965	ANHX
ENSFM00730001521094	OR51L1
ENSFM00250000004469	ZBTB44
ENSFM00250000001411	HNRNPUL1
ENSFM00700001404170	HNRNPUL1
ENSFM00790001965300	HNRNPUL1
ENSFM00700001407552	HNRNPUL1
ENSFM00600000926755	HNRNPUL1
ENSFM00250000005408	TMCO3
ENSFM00760001732131	TMCO3
ENSFM00500000269993	XKR6
ENSFM00670001258781	XKR6
ENSFM00250000003099	SSX3
ENSFM00730001521837	RBM47
ENSFM00580000909698	RBM47
ENSFM00670001235368	IGHV3-66
ENSFM00730001521105	HLA-DRB5
ENSFM00670001235368	IGHV3-53
ENSFM00500000271804	TNFRSF11B
ENSFM00760001714794	TRAF5
ENSFM00500000269848	GPR50
ENSFM00670001236020	RPL37A
